,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
12227,male,27,178.0,84.0,1.0,82.0,37.6,2.0
12228,male,73,184.0,88.0,3.0,85.0,38.3,15.0
12229,female,54,180.0,78.0,10.0,94.0,39.8,51.0
12230,male,28,199.0,96.0,29.0,107.0,41.1,185.0
12231,female,21,174.0,71.0,24.0,110.0,40.8,151.0
12232,female,32,157.0,53.0,10.0,92.0,40.0,48.0
12233,female,24,176.0,66.0,6.0,85.0,39.2,22.0
12234,male,72,183.0,91.0,4.0,79.0,38.8,17.0
12235,female,68,158.0,64.0,16.0,90.0,40.4,81.0
12236,female,49,163.0,56.0,28.0,107.0,40.3,186.0
12237,male,32,194.0,97.0,12.0,90.0,40.1,48.0
12238,female,70,156.0,56.0,23.0,113.0,40.8,176.0
12239,female,37,162.0,60.0,19.0,98.0,40.3,103.0
12240,female,36,166.0,65.0,12.0,95.0,40.2,60.0
12241,female,49,169.0,67.0,22.0,99.0,40.3,124.0
12242,male,28,181.0,83.0,3.0,86.0,38.6,9.0
12243,female,75,182.0,76.0,27.0,102.0,40.8,170.0
12244,male,65,193.0,99.0,4.0,78.0,39.1,15.0
12245,female,42,142.0,43.0,17.0,91.0,40.8,85.0
12246,female,25,162.0,56.0,30.0,106.0,40.4,184.0
12247,female,29,161.0,63.0,23.0,103.0,40.6,133.0
12248,male,54,194.0,95.0,24.0,96.0,40.7,143.0
12249,female,25,165.0,66.0,24.0,104.0,40.6,139.0
12250,male,30,168.0,74.0,23.0,100.0,41.0,114.0
12251,female,36,179.0,75.0,18.0,94.0,40.0,86.0
12252,female,75,179.0,78.0,28.0,104.0,40.5,182.0
12253,male,21,187.0,85.0,9.0,94.0,39.5,35.0
12254,female,36,166.0,71.0,15.0,99.0,40.4,81.0
12255,male,23,170.0,69.0,23.0,112.0,40.9,145.0
12256,female,28,166.0,64.0,18.0,100.0,40.5,98.0
12257,female,55,169.0,66.0,28.0,104.0,40.9,177.0
12258,female,25,171.0,67.0,26.0,104.0,40.7,150.0
12259,male,50,198.0,105.0,1.0,78.0,37.6,3.0
12260,male,35,185.0,92.0,8.0,92.0,39.5,35.0
12261,male,43,191.0,96.0,21.0,115.0,40.4,175.0
12262,male,75,186.0,88.0,17.0,97.0,40.6,119.0
12263,female,79,163.0,60.0,3.0,81.0,39.0,13.0
12264,female,21,148.0,47.0,25.0,100.0,40.8,138.0
12265,female,47,161.0,64.0,24.0,105.0,40.5,151.0
12266,male,36,168.0,77.0,19.0,106.0,40.7,118.0
12267,female,24,160.0,55.0,9.0,97.0,39.7,46.0
12268,female,51,152.0,59.0,28.0,99.0,41.0,162.0
12269,male,36,183.0,85.0,11.0,98.0,40.0,57.0
12270,female,68,164.0,63.0,12.0,94.0,39.9,66.0
12271,male,22,176.0,79.0,7.0,86.0,39.6,18.0
12272,female,51,160.0,58.0,11.0,87.0,39.7,50.0
12273,female,24,180.0,77.0,28.0,113.0,40.5,184.0
12274,female,22,158.0,59.0,28.0,114.0,40.7,193.0
12275,female,73,171.0,75.0,29.0,104.0,41.1,189.0
12276,male,60,181.0,89.0,1.0,88.0,38.2,5.0
12277,male,66,190.0,89.0,10.0,94.0,39.8,61.0
12278,male,28,184.0,85.0,7.0,89.0,39.6,24.0
12279,male,40,184.0,89.0,2.0,82.0,38.0,6.0
12280,female,20,176.0,72.0,13.0,90.0,40.2,53.0
12281,male,61,186.0,86.0,6.0,82.0,39.2,24.0
12282,male,21,165.0,70.0,12.0,103.0,40.1,59.0
12283,male,43,170.0,78.0,23.0,104.0,40.5,144.0
12284,female,39,146.0,51.0,29.0,113.0,41.1,209.0
12285,male,76,172.0,80.0,12.0,88.0,39.9,66.0
12286,male,29,180.0,82.0,14.0,86.0,40.2,42.0
12287,male,66,197.0,105.0,7.0,91.0,39.5,42.0
12288,male,28,172.0,74.0,24.0,104.0,40.9,131.0
12289,female,26,182.0,71.0,13.0,101.0,39.7,70.0
12290,female,78,159.0,64.0,28.0,111.0,40.7,210.0
12291,male,31,186.0,91.0,19.0,103.0,40.2,111.0
12292,male,47,175.0,76.0,30.0,113.0,41.3,233.0
12293,female,70,152.0,56.0,25.0,105.0,40.9,170.0
12294,male,66,184.0,85.0,26.0,111.0,40.7,223.0
12295,male,31,183.0,83.0,15.0,91.0,40.0,58.0
12296,male,77,205.0,109.0,12.0,81.0,40.0,61.0
12297,male,22,182.0,85.0,15.0,87.0,40.5,43.0
12298,male,23,190.0,90.0,25.0,99.0,40.7,120.0
12299,male,50,186.0,93.0,17.0,99.0,40.5,105.0
12300,male,24,188.0,89.0,12.0,96.0,39.7,53.0
12301,female,37,178.0,78.0,17.0,97.0,40.3,86.0
12302,male,51,201.0,98.0,24.0,96.0,40.3,141.0
12303,female,29,171.0,68.0,15.0,101.0,40.3,82.0
12304,male,35,185.0,88.0,30.0,110.0,40.7,210.0
12305,female,29,166.0,61.0,4.0,89.0,39.2,17.0
12306,female,25,156.0,60.0,28.0,110.0,40.8,182.0
12307,male,22,197.0,96.0,26.0,102.0,41.0,139.0
12308,female,23,175.0,68.0,11.0,92.0,40.1,49.0
12309,male,60,187.0,83.0,7.0,91.0,39.4,37.0
12310,male,22,179.0,77.0,20.0,100.0,40.2,93.0
12311,female,61,166.0,64.0,7.0,87.0,39.5,32.0
12312,female,35,177.0,74.0,26.0,102.0,41.3,146.0
12313,female,24,160.0,55.0,28.0,107.0,40.7,174.0
12314,female,79,154.0,55.0,24.0,107.0,40.5,173.0
12315,male,28,177.0,86.0,26.0,113.0,40.9,184.0
12316,male,32,179.0,77.0,10.0,85.0,40.2,29.0
12317,female,63,148.0,46.0,9.0,90.0,39.5,47.0
12318,male,35,193.0,91.0,23.0,106.0,40.8,149.0
12319,female,35,168.0,61.0,12.0,99.0,39.5,66.0
12320,female,73,176.0,78.0,17.0,99.0,40.4,101.0
12321,male,24,180.0,83.0,24.0,113.0,40.9,164.0
12322,male,56,177.0,81.0,6.0,85.0,39.2,25.0
12323,male,22,195.0,101.0,14.0,100.0,40.1,72.0
12324,female,76,162.0,66.0,15.0,87.0,39.9,73.0
12325,male,35,171.0,75.0,20.0,96.0,40.5,92.0
12326,male,21,179.0,78.0,20.0,102.0,40.4,98.0
12327,female,50,172.0,72.0,30.0,102.0,41.0,178.0
12328,female,25,171.0,68.0,15.0,93.0,40.3,69.0
12329,female,29,179.0,78.0,3.0,84.0,38.5,11.0
12330,male,77,199.0,106.0,28.0,113.0,41.0,276.0
12331,male,20,206.0,105.0,11.0,94.0,40.0,47.0
12332,male,46,169.0,66.0,10.0,97.0,39.7,51.0
12333,female,74,163.0,57.0,26.0,102.0,40.7,170.0
12334,male,20,180.0,79.0,7.0,83.0,39.3,14.0
12335,female,26,160.0,56.0,27.0,105.0,41.0,163.0
12336,male,58,182.0,85.0,6.0,85.0,39.2,26.0
12337,male,28,191.0,91.0,28.0,120.0,40.9,231.0
12338,female,30,175.0,66.0,15.0,100.0,40.3,82.0
12339,male,29,183.0,87.0,25.0,108.0,40.8,160.0
12340,male,28,178.0,76.0,11.0,94.0,40.2,44.0
12341,male,48,191.0,91.0,9.0,83.0,39.1,33.0
12342,female,37,180.0,76.0,19.0,86.0,40.5,75.0
12343,female,21,169.0,66.0,10.0,98.0,40.1,51.0
12344,female,41,176.0,73.0,9.0,84.0,39.7,34.0
12345,male,28,180.0,77.0,2.0,82.0,38.0,4.0
12346,male,79,195.0,106.0,15.0,91.0,40.0,100.0
12347,male,24,192.0,91.0,2.0,88.0,38.5,6.0
12348,male,55,177.0,79.0,17.0,89.0,40.3,78.0
12349,female,34,186.0,87.0,5.0,84.0,39.3,18.0
12350,female,22,170.0,65.0,12.0,91.0,40.0,52.0
12351,female,43,154.0,55.0,10.0,89.0,39.8,46.0
12352,male,66,185.0,88.0,17.0,100.0,40.6,119.0
12353,male,35,163.0,69.0,16.0,86.0,40.2,48.0
12354,male,26,182.0,78.0,28.0,105.0,40.7,157.0
12355,female,74,159.0,57.0,18.0,97.0,40.3,108.0
12356,male,24,170.0,68.0,15.0,94.0,40.1,54.0
12357,male,63,186.0,92.0,14.0,94.0,40.2,84.0
12358,male,26,180.0,78.0,4.0,92.0,38.7,15.0
12359,male,31,171.0,74.0,12.0,94.0,39.6,49.0
12360,male,41,218.0,119.0,18.0,85.0,40.2,76.0
12361,male,37,193.0,95.0,23.0,102.0,40.8,139.0
12362,male,36,199.0,102.0,5.0,91.0,39.4,22.0
12363,female,20,183.0,81.0,5.0,87.0,39.2,18.0
12364,female,23,166.0,59.0,2.0,82.0,38.1,7.0
12365,male,48,194.0,93.0,11.0,90.0,39.9,52.0
12366,female,40,163.0,62.0,13.0,101.0,39.9,75.0
12367,male,26,167.0,64.0,24.0,105.0,40.6,127.0
12368,female,75,161.0,64.0,19.0,102.0,40.8,123.0
12369,male,63,191.0,94.0,21.0,102.0,40.4,153.0
12370,female,74,156.0,60.0,10.0,88.0,39.6,50.0
12371,male,40,179.0,84.0,27.0,114.0,40.8,210.0
12372,male,61,192.0,94.0,17.0,104.0,40.5,127.0
12373,female,24,175.0,72.0,4.0,87.0,38.7,15.0
12374,male,36,195.0,93.0,5.0,89.0,39.2,20.0
12375,male,44,181.0,84.0,30.0,114.0,40.9,239.0
12376,female,57,159.0,61.0,2.0,87.0,38.5,9.0
12377,female,75,164.0,61.0,4.0,89.0,38.9,21.0
12378,female,46,171.0,65.0,5.0,95.0,39.1,26.0
12379,male,73,178.0,80.0,10.0,92.0,40.1,60.0
12380,female,40,165.0,64.0,2.0,79.0,38.3,7.0
12381,male,31,192.0,93.0,30.0,117.0,40.7,239.0
12382,female,22,160.0,59.0,3.0,90.0,38.8,13.0
12383,male,30,207.0,108.0,13.0,84.0,40.1,43.0
12384,male,31,188.0,86.0,8.0,91.0,39.6,31.0
12385,male,66,176.0,82.0,27.0,110.0,40.8,226.0
12386,female,66,186.0,89.0,7.0,88.0,39.6,31.0
12387,male,73,184.0,85.0,17.0,101.0,40.6,126.0
12388,female,24,157.0,56.0,25.0,107.0,40.8,155.0
12389,male,30,177.0,82.0,19.0,89.0,40.7,66.0
12390,female,39,163.0,62.0,11.0,95.0,39.9,56.0
12391,male,21,195.0,91.0,10.0,97.0,39.7,44.0
12392,female,44,171.0,64.0,29.0,103.0,40.9,175.0
12393,female,41,151.0,51.0,17.0,103.0,40.6,105.0
12394,female,63,168.0,67.0,10.0,83.0,40.1,42.0
12395,male,40,180.0,88.0,9.0,94.0,39.5,44.0
12396,female,60,169.0,70.0,6.0,89.0,39.3,28.0
12397,female,58,175.0,72.0,21.0,101.0,40.5,125.0
12398,male,70,214.0,113.0,21.0,100.0,40.8,162.0
12399,male,38,164.0,67.0,11.0,83.0,39.6,29.0
12400,male,38,177.0,81.0,30.0,110.0,41.1,210.0
12401,female,73,173.0,77.0,26.0,103.0,40.8,166.0
12402,female,46,163.0,62.0,12.0,96.0,40.1,64.0
12403,male,48,186.0,85.0,14.0,89.0,40.4,62.0
12404,female,64,161.0,65.0,12.0,96.0,39.9,67.0
12405,female,26,151.0,52.0,22.0,98.0,40.2,118.0
12406,female,31,163.0,60.0,7.0,86.0,39.4,28.0
12407,male,43,191.0,91.0,21.0,98.0,40.7,119.0
12408,male,34,184.0,81.0,9.0,86.0,39.8,29.0
12409,female,40,164.0,62.0,13.0,101.0,40.0,75.0
12410,female,35,174.0,68.0,25.0,105.0,40.7,151.0
12411,female,55,160.0,62.0,18.0,107.0,40.3,120.0
12412,female,22,159.0,57.0,21.0,105.0,40.5,125.0
12413,male,59,191.0,93.0,25.0,102.0,40.9,177.0
12414,male,71,196.0,99.0,15.0,87.0,40.0,83.0
12415,male,25,180.0,79.0,4.0,92.0,38.8,14.0
12416,female,34,164.0,57.0,26.0,107.0,41.0,166.0
12417,male,62,196.0,97.0,4.0,82.0,39.0,17.0
12418,male,49,184.0,88.0,14.0,85.0,40.2,55.0
12419,male,28,186.0,93.0,25.0,109.0,41.2,166.0
12420,male,69,168.0,70.0,18.0,99.0,40.5,119.0
12421,female,23,156.0,58.0,4.0,85.0,39.1,15.0
12422,female,75,165.0,69.0,25.0,104.0,40.8,165.0
12423,female,30,145.0,49.0,11.0,90.0,40.0,51.0
12424,male,30,198.0,98.0,2.0,82.0,38.0,6.0
12425,female,23,157.0,56.0,5.0,77.0,38.9,15.0
12426,female,40,166.0,63.0,15.0,109.0,40.2,99.0
12427,male,24,165.0,68.0,12.0,82.0,39.8,22.0
12428,female,29,171.0,67.0,22.0,103.0,40.8,126.0
12429,male,77,176.0,78.0,4.0,79.0,38.6,17.0
12430,male,69,185.0,93.0,22.0,99.0,40.7,156.0
12431,female,49,171.0,70.0,5.0,80.0,39.2,18.0
12432,male,25,181.0,80.0,11.0,96.0,40.0,47.0
12433,male,33,193.0,93.0,20.0,101.0,40.6,113.0
12434,female,28,171.0,69.0,2.0,75.0,37.8,5.0
12435,female,40,154.0,58.0,25.0,103.0,41.0,151.0
12436,male,33,199.0,93.0,1.0,77.0,37.8,2.0
12437,male,46,175.0,71.0,8.0,98.0,39.7,43.0
12438,male,43,178.0,81.0,13.0,93.0,40.0,61.0
12439,female,73,156.0,59.0,2.0,81.0,37.7,9.0
12440,male,55,177.0,79.0,5.0,92.0,39.1,25.0
12441,male,42,180.0,84.0,1.0,87.0,37.8,4.0
12442,female,79,159.0,64.0,17.0,101.0,40.2,109.0
12443,female,20,165.0,66.0,15.0,94.0,40.0,69.0
12444,male,25,191.0,84.0,28.0,107.0,40.8,168.0
12445,female,44,151.0,56.0,10.0,91.0,39.8,49.0
12446,male,61,179.0,87.0,21.0,106.0,40.6,160.0
12447,female,32,171.0,70.0,23.0,104.0,40.7,134.0
12448,female,22,153.0,50.0,29.0,110.0,41.1,191.0
12449,female,34,149.0,51.0,25.0,105.0,40.7,156.0
12450,male,65,178.0,83.0,23.0,99.0,40.8,154.0
12451,female,59,193.0,93.0,7.0,94.0,39.3,35.0
12452,female,68,176.0,73.0,21.0,94.0,40.3,113.0
12453,female,28,170.0,70.0,30.0,117.0,40.9,215.0
12454,male,74,176.0,81.0,12.0,93.0,40.2,74.0
12455,male,71,185.0,86.0,7.0,82.0,39.4,31.0
12456,male,79,172.0,76.0,9.0,92.0,39.8,55.0
12457,female,74,189.0,83.0,29.0,103.0,41.3,183.0
12458,female,20,152.0,50.0,22.0,102.0,40.8,125.0
12459,female,64,165.0,68.0,4.0,86.0,38.7,18.0
12460,male,74,193.0,89.0,13.0,94.0,40.1,84.0
12461,female,43,159.0,62.0,27.0,114.0,41.1,195.0
12462,female,45,148.0,52.0,21.0,98.0,40.2,119.0
12463,female,23,158.0,57.0,14.0,94.0,40.4,67.0
12464,female,32,174.0,63.0,7.0,83.0,39.5,26.0
12465,male,79,186.0,92.0,4.0,80.0,38.9,19.0
12466,female,58,162.0,57.0,25.0,109.0,40.8,175.0
12467,female,42,163.0,63.0,11.0,83.0,40.0,43.0
12468,male,46,188.0,87.0,20.0,93.0,40.5,99.0
12469,male,21,185.0,81.0,25.0,112.0,40.7,162.0
12470,male,29,178.0,85.0,18.0,93.0,40.8,74.0
12471,male,43,185.0,94.0,16.0,103.0,40.3,103.0
12472,male,31,180.0,76.0,11.0,92.0,40.2,42.0
12473,female,29,158.0,59.0,29.0,111.0,41.0,194.0
12474,male,21,180.0,77.0,12.0,90.0,39.9,37.0
12475,male,48,190.0,83.0,11.0,99.0,39.8,65.0
12476,male,35,172.0,78.0,12.0,89.0,39.9,43.0
12477,female,65,198.0,96.0,15.0,98.0,39.9,81.0
12478,male,20,196.0,92.0,15.0,89.0,40.3,48.0
12479,male,43,192.0,94.0,25.0,109.0,40.5,184.0
12480,male,31,188.0,88.0,24.0,99.0,40.6,124.0
12481,female,25,150.0,51.0,26.0,104.0,40.7,156.0
12482,female,74,167.0,72.0,19.0,102.0,40.5,121.0
12483,male,25,195.0,90.0,22.0,104.0,40.7,125.0
12484,male,29,184.0,89.0,13.0,87.0,40.1,43.0
12485,female,33,163.0,55.0,12.0,93.0,40.0,59.0
12486,female,72,148.0,53.0,14.0,86.0,40.0,68.0
12487,female,53,157.0,63.0,6.0,84.0,39.1,25.0
12488,female,23,143.0,49.0,10.0,90.0,40.1,45.0
12489,female,57,168.0,65.0,1.0,83.0,37.6,4.0
12490,female,41,143.0,48.0,2.0,74.0,37.9,6.0
12491,female,22,177.0,73.0,16.0,100.0,40.6,83.0
12492,male,78,197.0,102.0,3.0,79.0,38.5,14.0
12493,male,64,178.0,82.0,22.0,101.0,40.6,152.0
12494,male,22,183.0,81.0,7.0,85.0,39.3,17.0
12495,male,49,193.0,99.0,24.0,107.0,40.9,179.0
12496,female,60,163.0,65.0,21.0,97.0,40.5,119.0
12497,female,58,166.0,66.0,30.0,115.0,41.1,226.0
12498,female,29,162.0,59.0,4.0,82.0,39.2,14.0
12499,male,20,187.0,88.0,6.0,87.0,39.1,17.0
12500,female,39,158.0,54.0,26.0,105.0,40.8,164.0
12501,female,60,156.0,56.0,18.0,94.0,40.8,98.0
12502,female,42,173.0,68.0,5.0,79.0,38.7,17.0
12503,female,54,161.0,60.0,14.0,96.0,40.4,77.0
12504,male,51,195.0,99.0,29.0,102.0,40.6,197.0
12505,male,64,188.0,87.0,10.0,90.0,40.2,54.0
12506,male,26,182.0,86.0,26.0,102.0,40.7,138.0
12507,male,73,174.0,81.0,28.0,110.0,40.7,243.0
12508,female,29,175.0,72.0,5.0,75.0,39.1,13.0
12509,female,21,171.0,68.0,19.0,97.0,40.1,94.0
12510,male,75,170.0,76.0,19.0,107.0,40.3,156.0
12511,female,24,188.0,74.0,9.0,90.0,39.6,37.0
12512,female,31,164.0,61.0,14.0,96.0,40.1,71.0
12513,female,45,157.0,60.0,22.0,106.0,40.9,141.0
12514,female,44,151.0,53.0,11.0,94.0,40.0,57.0
12515,male,73,170.0,78.0,25.0,101.0,41.4,182.0
12516,female,72,168.0,66.0,26.0,109.0,41.0,186.0
12517,male,69,180.0,83.0,20.0,100.0,40.7,141.0
12518,male,76,186.0,92.0,5.0,94.0,38.9,33.0
12519,female,52,181.0,76.0,18.0,96.0,40.3,95.0
12520,female,66,168.0,71.0,10.0,88.0,39.6,47.0
12521,male,33,171.0,73.0,26.0,108.0,40.9,163.0
12522,female,54,159.0,63.0,16.0,96.0,40.3,88.0
12523,male,25,189.0,86.0,22.0,101.0,40.6,113.0
12524,female,79,163.0,68.0,23.0,103.0,40.6,152.0
12525,female,34,186.0,78.0,8.0,81.0,39.5,26.0
12526,male,32,192.0,92.0,29.0,113.0,40.5,215.0
12527,male,79,194.0,103.0,21.0,96.0,40.9,154.0
12528,female,77,158.0,57.0,29.0,108.0,41.0,210.0
12529,male,32,181.0,76.0,15.0,99.0,40.6,74.0
12530,male,48,193.0,96.0,5.0,88.0,39.1,22.0
12531,male,46,189.0,92.0,13.0,101.0,39.9,81.0
12532,male,30,189.0,80.0,14.0,95.0,40.4,61.0
12533,female,53,165.0,70.0,21.0,89.0,40.4,97.0
12534,female,40,164.0,59.0,18.0,109.0,40.3,120.0
12535,male,25,177.0,75.0,15.0,93.0,40.5,55.0
12536,female,69,165.0,67.0,27.0,106.0,40.9,182.0
12537,male,30,185.0,87.0,4.0,83.0,38.9,11.0
12538,female,32,153.0,56.0,7.0,82.0,39.8,26.0
12539,male,26,189.0,91.0,20.0,97.0,40.4,94.0
12540,female,71,146.0,51.0,17.0,99.0,40.1,106.0
12541,female,39,165.0,61.0,22.0,103.0,40.7,132.0
12542,female,24,168.0,60.0,3.0,89.0,38.8,13.0
12543,female,45,184.0,85.0,22.0,94.0,40.4,106.0
12544,male,67,171.0,76.0,14.0,93.0,40.1,80.0
12545,male,77,166.0,74.0,3.0,82.0,38.8,14.0
12546,male,33,201.0,104.0,9.0,85.0,39.9,31.0
12547,female,43,165.0,65.0,16.0,93.0,40.4,79.0
12548,female,23,161.0,59.0,20.0,106.0,40.4,121.0
12549,male,37,201.0,108.0,11.0,81.0,40.3,35.0
12550,female,20,146.0,50.0,19.0,101.0,40.4,106.0
12551,female,22,173.0,62.0,6.0,85.0,39.5,22.0
12552,female,24,159.0,57.0,17.0,101.0,40.6,95.0
12553,female,25,156.0,60.0,19.0,102.0,40.2,107.0
12554,female,27,165.0,61.0,14.0,92.0,40.4,64.0
12555,male,22,180.0,80.0,6.0,91.0,39.4,20.0
12556,female,55,160.0,61.0,15.0,90.0,40.0,73.0
12557,male,58,178.0,80.0,23.0,97.0,40.8,138.0
12558,male,24,196.0,94.0,23.0,102.0,40.7,124.0
12559,male,29,161.0,64.0,5.0,92.0,39.3,17.0
12560,male,52,180.0,85.0,6.0,88.0,39.3,27.0
12561,female,66,156.0,61.0,5.0,81.0,38.9,21.0
12562,female,62,162.0,66.0,23.0,105.0,41.1,150.0
12563,male,36,181.0,82.0,25.0,108.0,41.0,166.0
12564,male,52,170.0,76.0,16.0,100.0,40.5,97.0
12565,female,29,190.0,79.0,15.0,97.0,39.9,74.0
12566,male,27,195.0,90.0,9.0,92.0,39.9,36.0
12567,male,28,194.0,99.0,23.0,95.0,40.6,107.0
12568,female,33,162.0,57.0,4.0,76.0,39.2,12.0
12569,male,54,172.0,71.0,21.0,107.0,40.9,149.0
12570,male,79,165.0,73.0,13.0,79.0,40.0,54.0
12571,female,43,157.0,56.0,6.0,83.0,39.2,24.0
12572,male,47,191.0,88.0,5.0,84.0,39.4,18.0
12573,female,24,166.0,65.0,24.0,114.0,40.8,164.0
12574,male,34,204.0,104.0,21.0,104.0,40.6,134.0
12575,male,57,185.0,80.0,7.0,93.0,39.4,37.0
12576,male,43,177.0,77.0,7.0,80.0,39.4,18.0
12577,female,20,157.0,49.0,25.0,106.0,40.6,153.0
12578,female,24,159.0,55.0,19.0,94.0,40.7,92.0
12579,male,54,193.0,93.0,10.0,81.0,39.9,37.0
12580,female,52,159.0,57.0,19.0,101.0,40.2,115.0
12581,female,62,164.0,57.0,19.0,100.0,40.5,116.0
12582,female,62,148.0,54.0,20.0,97.0,40.1,117.0
12583,male,64,201.0,102.0,7.0,83.0,39.2,32.0
12584,female,20,162.0,58.0,4.0,76.0,39.2,11.0
12585,male,69,171.0,80.0,21.0,103.0,40.3,156.0
12586,male,46,169.0,72.0,25.0,108.0,40.7,172.0
12587,female,32,172.0,69.0,26.0,109.0,40.8,166.0
12588,female,23,178.0,72.0,6.0,81.0,39.2,19.0
12589,female,36,173.0,71.0,11.0,86.0,39.7,44.0
12590,female,23,164.0,55.0,6.0,91.0,39.5,27.0
12591,female,28,163.0,60.0,7.0,93.0,39.4,33.0
12592,male,54,192.0,93.0,18.0,98.0,40.2,112.0
12593,female,59,161.0,64.0,4.0,79.0,39.0,15.0
12594,female,23,168.0,69.0,2.0,83.0,37.5,7.0
12595,female,61,181.0,78.0,25.0,98.0,40.8,140.0
12596,male,36,181.0,79.0,5.0,87.0,39.4,17.0
12597,female,42,153.0,56.0,19.0,102.0,40.5,114.0
12598,female,74,166.0,65.0,20.0,106.0,40.4,137.0
12599,male,23,192.0,95.0,6.0,85.0,39.6,17.0
12600,female,51,162.0,59.0,11.0,89.0,40.0,52.0
12601,male,24,189.0,92.0,1.0,88.0,38.1,3.0
12602,female,43,163.0,57.0,17.0,92.0,40.2,84.0
12603,male,20,180.0,84.0,16.0,98.0,40.0,70.0
12604,male,46,190.0,87.0,8.0,89.0,39.6,35.0
12605,female,34,160.0,62.0,4.0,87.0,38.6,17.0
12606,male,22,183.0,78.0,14.0,109.0,39.9,84.0
12607,male,25,159.0,64.0,14.0,101.0,39.9,65.0
12608,male,51,203.0,104.0,6.0,79.0,39.3,21.0
12609,male,71,185.0,94.0,10.0,92.0,39.6,62.0
12610,female,41,165.0,62.0,26.0,113.0,40.8,184.0
12611,male,67,188.0,99.0,7.0,82.0,39.3,32.0
12612,female,24,160.0,60.0,17.0,102.0,40.6,96.0
12613,male,21,168.0,67.0,11.0,92.0,40.1,35.0
12614,female,47,166.0,67.0,28.0,106.0,40.8,178.0
12615,male,27,189.0,93.0,30.0,104.0,40.7,175.0
12616,male,42,169.0,66.0,21.0,108.0,40.3,138.0
12617,female,23,155.0,55.0,5.0,90.0,39.2,22.0
12618,female,75,168.0,66.0,18.0,103.0,40.0,118.0
12619,female,63,157.0,61.0,16.0,92.0,40.6,84.0
12620,female,20,157.0,59.0,20.0,107.0,40.6,122.0
12621,female,22,155.0,51.0,1.0,83.0,37.5,4.0
12622,male,50,157.0,62.0,6.0,90.0,39.4,25.0
12623,female,45,159.0,59.0,30.0,113.0,41.1,216.0
12624,female,49,158.0,58.0,23.0,99.0,40.8,133.0
12625,female,22,176.0,71.0,12.0,90.0,40.0,50.0
12626,female,69,179.0,76.0,9.0,87.0,39.7,41.0
12627,male,32,180.0,75.0,9.0,87.0,39.9,28.0
12628,male,61,187.0,90.0,11.0,90.0,39.8,58.0
12629,female,28,181.0,71.0,11.0,99.0,40.2,57.0
12630,male,28,179.0,78.0,3.0,89.0,38.9,10.0
12631,female,27,180.0,72.0,6.0,87.0,39.2,23.0
12632,male,28,194.0,97.0,20.0,103.0,41.0,116.0
12633,male,36,164.0,66.0,18.0,92.0,40.4,70.0
12634,female,22,155.0,56.0,24.0,109.0,40.8,153.0
12635,male,24,181.0,78.0,2.0,77.0,38.2,3.0
12636,female,28,164.0,66.0,3.0,87.0,38.9,12.0
12637,male,22,177.0,78.0,25.0,102.0,40.7,124.0
12638,female,52,149.0,54.0,9.0,85.0,39.5,39.0
12639,male,61,161.0,65.0,6.0,90.0,38.8,28.0
12640,male,33,190.0,91.0,2.0,84.0,37.8,6.0
12641,female,39,163.0,62.0,12.0,96.0,40.1,63.0
12642,male,24,184.0,89.0,15.0,93.0,40.1,59.0
12643,female,24,163.0,60.0,8.0,91.0,39.7,36.0
12644,female,31,150.0,51.0,8.0,80.0,39.5,28.0
12645,female,26,157.0,60.0,1.0,82.0,37.7,4.0
12646,male,64,175.0,80.0,20.0,98.0,40.6,128.0
12647,male,23,172.0,74.0,22.0,102.0,40.1,108.0
12648,female,37,166.0,60.0,23.0,101.0,40.8,132.0
12649,male,51,190.0,87.0,20.0,96.0,40.9,113.0
12650,male,74,180.0,84.0,22.0,107.0,40.6,184.0
12651,male,21,173.0,76.0,5.0,86.0,39.2,12.0
12652,male,71,190.0,99.0,8.0,82.0,39.5,38.0
12653,female,65,178.0,78.0,17.0,99.0,40.5,98.0
12654,male,41,176.0,83.0,6.0,85.0,39.4,21.0
12655,female,26,150.0,52.0,29.0,108.0,40.5,186.0
12656,male,29,189.0,85.0,22.0,102.0,40.5,120.0
12657,male,33,167.0,69.0,15.0,87.0,40.5,45.0
12658,male,33,183.0,84.0,6.0,85.0,39.5,18.0
12659,male,28,189.0,96.0,1.0,76.0,38.0,2.0
12660,female,26,168.0,64.0,3.0,84.0,38.6,11.0
12661,male,33,182.0,85.0,29.0,107.0,40.8,185.0
12662,male,53,186.0,86.0,5.0,87.0,38.8,22.0
12663,male,41,191.0,92.0,15.0,97.0,40.6,81.0
12664,female,32,158.0,55.0,24.0,110.0,40.8,161.0
12665,female,38,177.0,74.0,25.0,108.0,40.9,158.0
12666,male,36,178.0,79.0,11.0,96.0,39.8,52.0
12667,male,35,170.0,73.0,5.0,87.0,39.3,16.0
12668,female,22,146.0,50.0,7.0,79.0,39.7,23.0
12669,female,20,158.0,58.0,5.0,84.0,38.9,18.0
12670,male,51,188.0,84.0,5.0,89.0,38.7,23.0
12671,male,59,185.0,91.0,22.0,98.0,40.8,141.0
12672,male,39,185.0,85.0,2.0,90.0,38.3,8.0
12673,male,20,181.0,77.0,16.0,96.0,40.5,63.0
12674,male,21,195.0,90.0,7.0,77.0,39.8,10.0
12675,female,63,150.0,56.0,12.0,96.0,39.9,69.0
12676,male,38,201.0,109.0,23.0,108.0,41.2,168.0
